EventLogURL;EventLogLabel;Activity;ActivityID;ActivityURL;
https://w3id.org/prom-bpr-instances#aktenzeichen_hinzufuegen_3AdpdEZ8Sw6EWBReTUY2Jw;Aktenzeichen hinzufügen;Registration of application;A_2_1_2;https://w3id.org/prom-bpr#A_2_1_2_RegistrationOfApplication;
